index,query,result_title,result_summary,expected_tag,llm_tag,llm_reason,confidence,is_correct,case_key,reviewed
32.0,华为 Mate 60 RS,华为 Mate 60 抢购 攻略,一机难求？教你如何原价买到遥遥领先。,丢词搜不准,丢词搜不准,"1. 宏观领域判断：Query '华为 Mate 60 RS' 与 Title/Summary '华为 Mate 60 抢购攻略' 均属于智能手机/消费电子领域，属于同一超大行业。
2. 核心诉求与实体分析：Query的核心实体是'华为 Mate 60 RS'（特定型号），核心诉求是获取该型号的信息（如规格、价格等）。Title/Summary的核心实体是'华为 Mate 60'（基础型号），核心诉求是'抢购攻略'（购买方法）。
   - 实体变化：从'Mate 60 RS'（高端特定型号）变为'Mate 60'（基础型号），这是同品牌下的不同型号替换，属于平行实体替换。
   - 诉求变化：从获取信息变为获取购买攻略，但两者都围绕'购买/获取该手机'这一核心目标，诉求未发生根本偏移（如从购买变维修）。
3. 修饰词检查：Query中的'RS'是具体型号修饰词，Title/Summary中丢失了'RS'，但保留了核心主语'华为 Mate 60'。根据红线，'RS'是修饰主语的定语（具体型号限制词），不是主语本身，因此属于丢失修饰词。
4. 综合判定：实体替换（Mate 60 RS → Mate 60）属于同领域平行替换，但丢失了关键修饰词'RS'，导致结果不精准。优先适用更严格的'丢词搜不准'类别，因为修饰词丢失是主要缺陷。",85,True,华为 Mate 60 RS || 华为 Mate 60 抢购 攻略 || 一机难求？教你如何原价买到遥遥领先。,
33.0,穿越火线 枪械,穿越 时空 的 爱恋 电视剧,徐峥张庭主演的经典穿越古装喜剧。,query理解有误,query理解有误,"1. 宏观领域判断：Query为游戏《穿越火线》的枪械相关内容，Title为电视剧《穿越时空的爱恋》。两者分别属于游戏和影视娱乐领域，虽同属泛娱乐大类，但具体行业无交集。
2. 多义词排查：Query中的'穿越'指游戏《穿越火线》的简称，Title中的'穿越'指时空穿越题材，存在一词多义导致的概念偷换。
3. 核心诉求分析：用户搜索游戏枪械信息，返回电视剧内容，核心动作（获取游戏攻略/数据）与核心实体（游戏变电视剧）均完全不同。
4. 修饰词检查：不涉及丢词问题，因为主语已完全改变。
5. 最终判定：符合'一词多义导致的概念偷换'特征，应归为【query理解有误】。置信度较高，因系统明显将游戏简称误解为时空穿越题材。",90,True,穿越火线 枪械 || 穿越 时空 的 爱恋 电视剧 || 徐峥张庭主演的经典穿越古装喜剧。,
34.0,轻薄 办公 笔记本,RTX 4060 游戏 笔记本,满血释放！大学生宿舍开黑首选。,丢词搜不准,推荐场景衍生内容,"1. 宏观领域判断：Query'轻薄 办公 笔记本'与Title'RTX 4060 游戏 笔记本'都属于【笔记本电脑】这个超大行业/类目，宏观领域一致。
2. 核心诉求与实体分析：Query的核心诉求是'轻薄办公'，强调便携性和办公用途；Title的核心诉求是'游戏性能'，强调RTX 4060显卡和游戏场景。虽然实体都是笔记本，但用户的【核心动作/诉求】从办公使用偏移到了游戏娱乐，属于诉求发生明显偏移。
3. 修饰词检查：Query中的'轻薄'和'办公'是核心诉求的关键修饰词，Title完全丢失了这些修饰词，但这不是简单的修饰词丢失问题，而是核心诉求发生了根本性变化。根据防坑红线，这里不是'丢词搜不准'，因为诉求已经偏移。
4. 最终判定：符合类别B【推荐场景衍生内容】的定义——核心实体（笔记本）没变，但用户要做的核心诉求/形式从办公偏移到了游戏。",95,False,轻薄 办公 笔记本 || RTX 4060 游戏 笔记本 || 满血释放！大学生宿舍开黑首选。,
35.0,微信 聊天 记录 恢复,QQ 空间 访客 记录 怎么看,教你如何查看谁悄悄看过你的QQ空间。,完全不相关,丢词搜不准，有明确需求为微信，但推的是QQ,"1. 宏观领域判断：Query是'微信聊天记录恢复'，属于社交软件数据恢复领域；Title是'QQ空间访客记录怎么看'，属于社交软件功能查看领域。两者都属于【社交软件使用】这个超大行业，宏观领域一致。
2. 核心诉求与实体分析：Query的核心诉求是'恢复'（数据找回/修复动作），核心实体是'微信聊天记录'；Title的核心诉求是'查看'（信息查询/浏览动作），核心实体是'QQ空间访客记录'。
   - 实体层面：微信变QQ（同领域社交软件，属于平行实体替换）。
   - 诉求层面：'恢复'与'查看'是完全不同的动作类型，用户要解决的问题发生了根本性偏移（从数据修复到信息查询）。
3. 严苛修饰词检查：没有丢失具体限制词/定语的情况，主语（聊天记录/访客记录）完全不同。
4. 综合判断：虽然实体属于同领域（社交软件），但核心诉求从'恢复'变为'查看'，属于【用户要解决的问题（任务/动作）发生了偏移】，符合'场景衍生'的定义。",85,False,微信 聊天 记录 恢复 || QQ 空间 访客 记录 怎么看 || 教你如何查看谁悄悄看过你的QQ空间。,
36.0,篮球 投篮 姿势,NBA 官方 比赛 篮球 材质,斯伯丁与威尔胜真皮篮球的工艺解析。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：Query为“篮球 投篮 姿势”，核心是篮球运动中的技术动作指导；Title为“NBA 官方 比赛 篮球 材质”，Summary为“斯伯丁与威尔胜真皮篮球的工艺解析”，核心是篮球器材的材质工艺解析。两者同属“体育/篮球”超大行业，无跨界。
2. 核心诉求与实体二维判断：Query的核心动作是“学习/指导投篮姿势”，核心实体是“篮球技术”；Title/Summary的核心动作是“了解器材材质工艺”，核心实体是“篮球器材”。虽然都涉及篮球，但用户要解决的问题从“技术学习”偏移到了“器材认知”，核心动作/诉求发生明显偏移。
3. 修饰词检查：未丢失具体限制词（如“三分投篮姿势”变“投篮姿势”），而是核心动作和实体类型均发生变化。
4. 结论：符合类别B“场景衍生”定义——宏观领域一致（篮球），但核心动作/诉求从技术指导偏移到器材解析。",95,True,篮球 投篮 姿势 || NBA 官方 比赛 篮球 材质 || 斯伯丁与威尔胜真皮篮球的工艺解析。,
37.0,巴黎 旅游 攻略,巴黎 圣母院 历史 纪录片,深度了解这座哥特式建筑的艺术价值。,推荐场景衍生内容,推荐场景衍生内容,"1. 宏观领域判断：查询'巴黎 旅游 攻略'属于旅游领域，结果'巴黎 圣母院 历史 纪录片'属于历史/纪录片领域。两者宏观领域不完全一致，但存在交集（都与巴黎相关）。
2. 核心诉求分析：查询的核心诉求是获取旅游攻略（指导性、实用信息），结果提供的是历史纪录片（知识性、观赏内容）。用户的核心动作从'获取旅行指导'偏移为'观看历史知识'。
3. 实体分析：主语'巴黎'未丢失，但查询的'旅游攻略'与结果的'历史纪录片'在内容形式上发生根本偏移。
4. 边界判断：这属于宏观领域部分重叠但核心诉求发生明显偏移的情况，符合'场景衍生'定义（实体未变但诉求/形式偏移）。",85,True,巴黎 旅游 攻略 || 巴黎 圣母院 历史 纪录片 || 深度了解这座哥特式建筑的艺术价值。,
38.0,三国杀 规则,三国 时期 真实 的 历史,易中天品三国，还原真实的曹操与刘备。,query理解有误,query理解有误,第一步：宏观领域跨界与多义词排雷。用户查询'三国杀 规则'中的'三国杀'是一款卡牌游戏，而搜索结果'三国 时期 真实 的 历史'中的'三国'指历史时期。两者属于不同超大行业/类目（游戏 vs 历史），但存在一词多义：'三国'在查询中作为游戏名称的一部分，在结果中作为历史概念。这属于概念偷换（类似'苹果'水果变手机）。因此，直接判定为【query理解有误】，无需进入后续步骤。第二步和第三步不适用。,95,True,三国杀 规则 || 三国 时期 真实 的 历史 || 易中天品三国，还原真实的曹操与刘备。,
39.0,篮球鞋 实战 测评,不粘锅 开锅 养护 教程,铁锅和不粘锅日常使用注意事项。,完全不相关,完全不相关,1. 宏观领域判断：查询'篮球鞋 实战 测评'属于体育用品/运动装备领域，标题'不粘锅 开锅 养护 教程'属于厨具/厨房用品领域。两者属于完全不同的超大行业类别，毫无交集。2. 多义词排雷：检查是否存在一词多义导致的概念偷换。'篮球鞋'与'不粘锅'、'实战'与'开锅'、'测评'与'养护'之间均无多义关联，不存在像'苹果'（水果/手机）那样的概念偷换。3. 核心诉求分析：用户查询的核心是篮球鞋的实战性能测评，而返回的是不粘锅的使用养护教程，两者诉求完全不同。4. 结论：这是纯粹的跨界且无核心多义词歧义，符合'蔡徐坤变原神'这类完全不相关案例。,95,True,篮球鞋 实战 测评 || 不粘锅 开锅 养护 教程 || 铁锅和不粘锅日常使用注意事项。,
40.0,篮球 走步 规则,排球 越网 击球 犯规,图解排球比赛中的常见犯规动作。,推荐同领域内容,完全不相关,"1. 宏观领域判断：查询'篮球 走步 规则'属于篮球运动规则领域，结果'排球 越网 击球 犯规'属于排球运动规则领域。两者都属于【体育大类】，但篮球和排球是两种完全不同的运动项目，规则体系完全不同。
2. 多义词检查：'走步'是篮球术语，'越网'是排球术语，不存在一词多义导致的概念偷换。
3. 核心诉求分析：用户查询篮球走步规则，核心诉求是了解篮球运动中的特定犯规规则；结果提供的是排球越网击球犯规，核心诉求完全偏移到另一种运动。
4. 实体与动作维度：实体从'篮球'变为'排球'（不同运动项目），核心动作从'了解走步规则'变为'了解越网击球犯规'，两者都发生了根本性变化。
5. 修饰词检查：不存在修饰词丢失问题，因为主语（运动项目）本身已完全改变。
6. 最终判定：虽然同属体育大类，但篮球和排球是两种独立的运动项目，规则体系无交集，用户的核心任务目标完全不一致，属于纯粹的跨界且无核心多义词歧义。",95,False,篮球 走步 规则 || 排球 越网 击球 犯规 || 图解排球比赛中的常见犯规动作。,
41.0,王者荣耀 攻略,英国 王者 的 荣耀 历史,都铎王朝与英国王室的兴衰史。,query理解有误,完全不相关,"1. 宏观领域判断：Query '王者荣耀 攻略' 指腾讯游戏《王者荣耀》的游戏攻略，属于游戏/娱乐领域。Title '英国 王者 的 荣耀 历史' 及 Summary '都铎王朝与英国王室的兴衰史' 指英国王室历史，属于历史/文化领域。两者属于完全不同的超大行业（游戏 vs 历史），毫无交集。
2. 多义词排雷：检查是否存在一词多义导致的概念偷换。'王者荣耀' 是固定游戏名称，'王者' 和 '荣耀' 在标题中被拆解为普通词汇组合（英国王者 + 荣耀历史），但整体上并非同一概念的多义歧义（如'苹果'水果变手机），而是纯粹的词汇字面巧合。Query 的核心是游戏攻略需求，Title/Summary 的核心是历史内容，两者无实质关联。
3. 结论：属于纯粹的跨界且无核心多义词歧义（类似'蔡徐坤'变'原神'的完全不相关案例）。",95,False,王者荣耀 攻略 || 英国 王者 的 荣耀 历史 || 都铎王朝与英国王室的兴衰史。,
